"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674658495.324","3.53","6.71","7.59","4.34"
"1674658495.384","3.54","6.77","7.61","4.31"
"1674658495.444","3.55","6.83","7.64","4.29"
"1674658495.504","3.56","6.89","7.66","4.27"
"1674658495.564","3.57","6.95","7.69","4.25"
"1674658495.624","3.51","6.81","7.66","4.13"
"1674658495.684","3.53","6.76","7.67","4.23"
"1674658495.744","3.55","6.71","7.67","4.32"
"1674658495.804","3.57","6.66","7.67","4.41"
"1674658495.864","3.56","6.70","7.67","4.36"
"1674658495.924","3.55","6.74","7.67","4.31"
"1674658495.984","3.54","6.79","7.67","4.25"
"1674658496.044","3.53","6.83","7.67","4.20"
"1674658496.104","3.53","6.80","7.68","4.17"
"1674658496.164","3.53","6.76","7.69","4.13"
"1674658496.224","3.53","6.73","7.70","4.09"
"1674658496.284","3.53","6.69","7.71","4.06"
"1674658496.344","3.53","6.66","7.70","4.16"
"1674658496.404","3.54","6.62","7.68","4.26"
"1674658496.464","3.54","6.58","7.66","4.36"
"1674658496.524","3.54","6.54","7.65","4.46"
"1674658496.584","3.53","6.57","7.66","4.37"
"1674658496.644","3.51","6.59","7.67","4.28"
"1674658496.704","3.49","6.62","7.67","4.19"
"1674658496.764","3.47","6.65","7.68","4.10"
"1674658496.824","3.46","6.68","7.69","4.02"
"1674658496.884","3.46","6.65","7.69","4.02"
"1674658496.944","3.46","6.62","7.69","4.03"
"1674658497.004","3.47","6.59","7.69","4.03"
"1674658497.064","3.47","6.56","7.69","4.04"
"1674658497.124","3.48","6.56","7.66","4.12"
"1674658497.184","3.49","6.56","7.64","4.21"
"1674658497.244","3.50","6.56","7.62","4.29"
"1674658497.304","3.51","6.56","7.60","4.37"
"1674658497.364","3.50","6.59","7.61","4.25"
"1674658497.424","3.49","6.63","7.62","4.13"
"1674658497.484","3.48","6.67","7.63","4.02"
"1674658497.544","3.47","6.70","7.63","3.90"
"1674658497.604","3.47","6.67","7.63","3.93"
"1674658497.664","3.47","6.64","7.63","3.97"
"1674658497.724","3.48","6.61","7.63","4.00"
"1674658497.784","3.48","6.58","7.63","4.04"
"1674658497.844","3.48","6.54","7.62","4.08"
"1674658497.904","3.48","6.59","7.61","4.15"
"1674658497.964","3.47","6.64","7.59","4.21"
"1674658498.024","3.47","6.69","7.57","4.28"
"1674658498.084","3.47","6.74","7.55","4.35"
"1674658498.144","3.47","6.74","7.57","4.23"
"1674658498.204","3.47","6.75","7.59","4.12"
"1674658498.264","3.47","6.75","7.61","4.00"
"1674658498.324","3.46","6.76","7.63","3.89"
"1674658498.384","3.48","6.74","7.62","3.96"
"1674658498.444","3.50","6.72","7.62","4.04"
"1674658498.504","3.52","6.70","7.61","4.11"
"1674658498.564","3.54","6.68","7.61","4.18"
"1674658498.624","3.53","6.77","7.60","4.20"
"1674658498.684","3.52","6.86","7.60","4.21"
"1674658498.744","3.52","6.96","7.60","4.23"
"1674658498.804","3.51","7.05","7.59","4.25"
"1674658498.864","3.51","7.05","7.61","4.17"
"1674658498.924","3.50","7.04","7.62","4.10"
"1674658498.984","3.50","7.04","7.64","4.02"
"1674658499.044","3.49","7.03","7.66","3.95"
"1674658499.104","3.51","6.93","7.64","4.04"
"1674658499.164","3.52","6.83","7.62","4.13"
"1674658499.224","3.53","6.73","7.61","4.22"
"1674658499.284","3.54","6.63","7.59","4.31"
"1674658499.344","3.53","6.68","7.59","4.25"
"1674658499.404","3.52","6.74","7.58","4.20"
"1674658499.464","3.51","6.79","7.58","4.15"
"1674658499.524","3.50","6.84","7.57","4.10"
"1674658499.584","3.50","6.83","7.59","4.08"
"1674658499.644","3.50","6.81","7.60","4.05"
"1674658499.704","3.49","6.79","7.61","4.03"
"1674658499.764","3.49","6.78","7.63","4.01"
"1674658499.824","3.49","6.76","7.64","3.98"
"1674658499.884","3.50","6.74","7.63","4.09"
"1674658499.944","3.51","6.71","7.61","4.19"
"1674658500.004","3.52","6.69","7.60","4.30"
"1674658500.064","3.53","6.66","7.58","4.40"
"1674658500.124","3.51","6.71","7.61","4.31"
"1674658500.184","3.50","6.76","7.63","4.23"
"1674658500.244","3.48","6.81","7.66","4.14"
"1674658500.304","3.47","6.85","7.68","4.05"
"1674658500.364","3.47","6.81","7.68","4.06"
"1674658500.424","3.47","6.77","7.69","4.06"
"1674658500.484","3.48","6.74","7.69","4.06"
"1674658500.544","3.48","6.70","7.70","4.07"
"1674658500.604","3.49","6.70","7.67","4.15"
"1674658500.664","3.51","6.71","7.64","4.22"
"1674658500.724","3.52","6.72","7.61","4.30"
"1674658500.784","3.53","6.73","7.58","4.38"
"1674658500.844","3.54","6.73","7.55","4.46"
"1674658500.904","3.53","6.74","7.58","4.33"
"1674658500.964","3.52","6.74","7.61","4.20"
"1674658501.024","3.51","6.74","7.64","4.08"
"1674658501.084","3.50","6.75","7.67","3.95"
"1674658501.144","3.51","6.69","7.67","4.01"
"1674658501.204","3.51","6.63","7.67","4.07"
"1674658501.264","3.52","6.57","7.68","4.13"
"1674658501.324","3.53","6.51","7.68","4.19"
"1674658501.384","3.53","6.52","7.67","4.24"
"1674658501.444","3.52","6.54","7.65","4.29"
"1674658501.504","3.52","6.55","7.64","4.35"
"1674658501.564","3.51","6.56","7.62","4.40"
"1674658501.624","3.51","6.59","7.66","4.03"
"1674658501.684","3.51","6.54","7.65","4.11"
"1674658501.744","3.52","6.48","7.64","4.19"
"1674658501.804","3.52","6.42","7.63","4.28"
"1674658501.864","3.51","6.47","7.62","4.27"
"1674658501.924","3.50","6.52","7.61","4.27"
"1674658501.984","3.49","6.57","7.61","4.27"
"1674658502.044","3.48","6.62","7.60","4.27"
"1674658502.104","3.48","6.63","7.61","4.15"
"1674658502.164","3.48","6.65","7.61","4.04"
"1674658502.224","3.48","6.66","7.62","3.93"
"1674658502.284","3.48","6.68","7.62","3.82"
"1674658502.344","3.50","6.63","7.61","3.92"
"1674658502.404","3.51","6.58","7.60","4.02"
"1674658502.464","3.53","6.53","7.58","4.12"
"1674658502.524","3.54","6.48","7.57","4.23"
"1674658502.584","3.54","6.53","7.56","4.23"
"1674658502.644","3.53","6.59","7.55","4.24"
"1674658502.704","3.52","6.64","7.55","4.25"
"1674658502.764","3.52","6.70","7.54","4.25"
"1674658502.824","3.51","6.75","7.53","4.26"
"1674658502.884","3.51","6.76","7.55","4.18"
"1674658502.944","3.50","6.77","7.56","4.10"
"1674658503.004","3.50","6.78","7.58","4.02"
"1674658503.064","3.50","6.79","7.60","3.94"
"1674658503.124","3.51","6.77","7.59","4.02"
"1674658503.184","3.52","6.74","7.59","4.11"
"1674658503.244","3.53","6.72","7.58","4.19"
"1674658503.304","3.55","6.69","7.57","4.27"
"1674658503.364","3.54","6.79","7.58","4.23"
"1674658503.424","3.54","6.89","7.60","4.20"
"1674658503.484","3.54","6.99","7.61","4.17"
"1674658503.544","3.53","7.09","7.62","4.14"
"1674658503.604","3.53","7.07","7.63","4.13"
"1674658503.664","3.53","7.06","7.64","4.13"
"1674658503.724","3.52","7.04","7.66","4.12"
"1674658503.784","3.52","7.02","7.67","4.12"
"1674658503.844","3.51","7.01","7.68","4.11"
"1674658503.904","3.52","6.93","7.66","4.21"
"1674658503.964","3.53","6.85","7.64","4.30"
"1674658504.024","3.54","6.77","7.62","4.39"
"1674658504.084","3.55","6.69","7.60","4.49"
"1674658504.144","3.56","6.74","7.62","4.40"
"1674658504.204","3.57","6.80","7.64","4.32"
"1674658504.264","3.58","6.85","7.66","4.23"
"1674658504.324","3.59","6.91","7.67","4.14"
"1674658504.384","3.58","6.88","7.66","4.15"
"1674658504.444","3.57","6.84","7.64","4.17"
"1674658504.504","3.56","6.81","7.62","4.18"
"1674658504.564","3.55","6.78","7.60","4.19"
"1674658504.624","3.56","6.79","7.58","4.28"
"1674658504.684","3.56","6.80","7.55","4.38"
"1674658504.744","3.57","6.81","7.52","4.47"
"1674658504.804","3.57","6.82","7.50","4.57"
"1674658504.864","3.56","6.86","7.47","4.26"
"1674658504.924","3.54","6.90","7.44","3.96"
"1674658504.984","3.53","6.94","7.41","3.65"
"1674658505.044","3.51","6.98","7.38","3.35"
"1674658505.104","3.52","6.92","7.24","3.30"
"1674658505.164","3.53","6.85","7.10","3.25"
"1674658505.224","3.54","6.79","6.96","3.20"
"1674658505.284","3.55","6.72","6.82","3.15"
"1674658505.344","3.56","6.75","6.73","3.22"
"1674658505.404","3.56","6.77","6.64","3.29"
"1674658505.464","3.57","6.80","6.55","3.36"
"1674658505.524","3.58","6.82","6.47","3.43"
"1674658505.584","3.56","6.81","6.46","3.40"
"1674658505.644","3.54","6.80","6.46","3.37"
"1674658505.704","3.51","6.79","6.46","3.34"
"1674658505.764","3.49","6.78","6.45","3.31"
"1674658505.824","3.47","6.77","6.45","3.28"
"1674658505.884","3.50","6.69","6.45","3.42"
"1674658505.944","3.53","6.62","6.46","3.55"
"1674658506.004","3.56","6.54","6.46","3.68"
"1674658506.064","3.59","6.47","6.46","3.82"
"1674658506.124","3.58","6.56","6.40","3.86"
"1674658506.184","3.56","6.64","6.35","3.91"
"1674658506.244","3.55","6.73","6.29","3.95"
"1674658506.304","3.54","6.82","6.23","3.99"
"1674658506.364","3.53","6.78","5.97","3.92"
"1674658506.424","3.52","6.73","5.72","3.84"
"1674658506.484","3.51","6.68","5.46","3.76"
"1674658506.544","3.50","6.63","5.20","3.69"
"1674658506.604","3.51","6.59","4.99","3.76"
"1674658506.664","3.52","6.54","4.77","3.83"
"1674658506.724","3.53","6.49","4.56","3.91"
"1674658506.784","3.54","6.44","4.34","3.98"
"1674658506.844","3.55","6.39","4.13","4.05"
"1674658506.904","3.53","6.44","3.96","4.02"
"1674658506.964","3.52","6.49","3.80","3.98"
"1674658507.024","3.50","6.54","3.63","3.94"
"1674658507.084","3.49","6.58","3.46","3.90"
"1674658507.144","3.50","6.56","3.40","3.86"
"1674658507.204","3.51","6.54","3.33","3.81"
"1674658507.264","3.53","6.52","3.26","3.76"
"1674658507.324","3.54","6.50","3.19","3.71"
"1674658507.384","3.55","6.48","3.16","3.80"
"1674658507.444","3.56","6.47","3.14","3.89"
"1674658507.504","3.57","6.45","3.11","3.99"
"1674658507.564","3.58","6.43","3.08","4.08"
"1674658507.624","3.56","6.49","3.16","3.97"
"1674658507.684","3.54","6.54","3.24","3.85"
"1674658507.744","3.52","6.60","3.31","3.74"
"1674658507.804","3.49","6.65","3.39","3.63"
"1674658507.864","3.51","6.61","3.48","3.64"
"1674658507.924","3.53","6.57","3.56","3.64"
"1674658507.984","3.54","6.53","3.64","3.65"
"1674658508.044","3.56","6.49","3.72","3.65"
"1674658508.104","3.56","6.51","4.06","3.75"
"1674658508.164","3.56","6.53","4.39","3.84"
"1674658508.224","3.56","6.55","4.72","3.94"
"1674658508.284","3.56","6.56","5.06","4.03"
"1674658508.344","3.55","6.63","5.50","3.92"
"1674658508.404","3.54","6.71","5.94","3.81"
"1674658508.464","3.53","6.78","6.39","3.70"
"1674658508.524","3.51","6.85","6.83","3.60"
"1674658508.584","3.56","6.33","8.03","3.89"
"1674658508.644","3.57","6.28","8.10","3.94"
"1674658508.704","3.57","6.24","8.17","3.99"
"1674658508.764","3.58","6.19","8.24","4.03"
"1674658508.824","3.58","6.14","8.31","4.08"
"1674658508.884","3.58","6.11","8.40","3.96"
"1674658508.944","3.58","6.07","8.49","3.84"
"1674658509.004","3.58","6.03","8.58","3.72"
"1674658509.064","3.58","6.00","8.68","3.60"
"1674658509.124","3.58","5.90","8.74","3.67"
"1674658509.184","3.58","5.81","8.80","3.75"
"1674658509.244","3.57","5.72","8.86","3.82"
"1674658509.304","3.57","5.62","8.93","3.90"
"1674658509.364","3.56","5.65","8.95","3.90"
"1674658509.424","3.56","5.67","8.97","3.90"
"1674658509.484","3.55","5.69","9.00","3.91"
"1674658509.544","3.54","5.72","9.02","3.91"
"1674658509.604","3.54","5.70","9.05","3.86"
"1674658509.664","3.54","5.69","9.09","3.81"
"1674658509.724","3.53","5.68","9.12","3.76"
"1674658509.784","3.53","5.67","9.16","3.70"
"1674658509.844","3.53","5.66","9.19","3.65"
"1674658509.904","3.52","5.64","9.22","3.60"
"1674658509.964","3.54","5.60","9.20","3.72"
"1674658510.024","3.55","5.55","9.19","3.84"
"1674658510.084","3.56","5.50","9.17","3.95"
"1674658510.144","3.57","5.45","9.15","4.07"
"1674658510.204","3.56","5.48","9.15","4.01"
"1674658510.264","3.55","5.51","9.15","3.95"
"1674658510.324","3.54","5.54","9.16","3.89"
"1674658510.384","3.54","5.57","9.16","3.84"
"1674658510.444","3.53","5.52","9.21","3.80"
"1674658510.504","3.53","5.46","9.27","3.76"
"1674658510.564","3.53","5.40","9.32","3.72"
"1674658510.624","3.53","5.34","9.37","3.68"
"1674658510.684","3.56","5.24","9.34","3.71"
"1674658510.744","3.58","5.14","9.31","3.75"
"1674658510.804","3.61","5.03","9.28","3.78"
"1674658510.864","3.60","5.10","9.26","3.63"
"1674658510.924","3.59","5.17","9.24","3.48"
"1674658510.984","3.59","5.23","9.23","3.33"
"1674658511.044","3.58","5.30","9.21","3.18"
"1674658511.104","3.58","5.21","9.19","3.21"
"1674658511.164","3.58","5.13","9.16","3.23"
"1674658511.224","3.59","5.04","9.14","3.25"
"1674658511.284","3.59","4.95","9.11","3.27"
"1674658511.344","3.58","4.97","9.05","3.37"
"1674658511.404","3.57","4.99","8.99","3.46"
"1674658511.464","3.57","5.01","8.92","3.55"
"1674658511.524","3.56","5.04","8.86","3.65"
"1674658511.584","3.55","5.09","8.85","3.55"
"1674658511.644","3.54","5.15","8.83","3.46"
"1674658511.704","3.53","5.20","8.82","3.36"
"1674658511.764","3.52","5.26","8.80","3.27"
"1674658511.824","3.51","5.31","8.79","3.18"
"1674658511.884","3.52","5.29","8.75","3.22"
"1674658511.944","3.53","5.27","8.72","3.26"
"1674658512.004","3.54","5.24","8.69","3.30"
"1674658512.064","3.55","5.22","8.66","3.34"
"1674658512.124","3.55","5.27","8.61","3.41"
"1674658512.184","3.55","5.31","8.56","3.47"
"1674658512.244","3.54","5.36","8.51","3.54"
"1674658512.304","3.54","5.41","8.47","3.61"
"1674658512.364","3.55","5.47","8.46","3.48"
"1674658512.424","3.55","5.53","8.45","3.35"
"1674658512.484","3.55","5.59","8.44","3.23"
"1674658512.544","3.55","5.65","8.43","3.10"
"1674658512.604","3.57","5.60","8.40","3.16"
"1674658512.664","3.58","5.56","8.38","3.22"
"1674658512.724","3.59","5.51","8.35","3.29"
"1674658512.784","3.61","5.47","8.32","3.35"
"1674658512.844","3.62","5.42","8.29","3.41"
"1674658512.904","3.61","5.51","8.26","3.44"
"1674658512.964","3.59","5.60","8.23","3.47"
"1674658513.024","3.58","5.68","8.20","3.50"
"1674658513.084","3.57","5.77","8.17","3.53"
"1674658513.144","3.57","5.79","8.21","3.44"
"1674658513.204","3.57","5.80","8.25","3.35"
"1674658513.264","3.57","5.82","8.29","3.25"
"1674658513.324","3.57","5.83","8.33","3.16"
"1674658513.384","3.60","5.81","8.32","3.22"
"1674658513.444","3.62","5.78","8.31","3.28"
"1674658513.504","3.64","5.76","8.30","3.33"
"1674658513.564","3.66","5.74","8.29","3.39"
"1674658513.624","3.65","5.79","8.27","3.46"
"1674658513.684","3.65","5.84","8.25","3.53"
"1674658513.744","3.64","5.89","8.23","3.59"
"1674658513.804","3.64","5.94","8.21","3.66"
"1674658513.864","3.63","5.99","8.19","3.73"
"1674658513.924","3.62","6.01","8.20","3.63"
"1674658513.984","3.60","6.03","8.22","3.52"
"1674658514.044","3.59","6.06","8.23","3.42"
"1674658514.104","3.58","6.08","8.24","3.31"
"1674658514.164","3.59","6.02","8.26","3.38"
"1674658514.224","3.61","5.97","8.29","3.44"
"1674658514.284","3.62","5.92","8.31","3.51"
"1674658514.344","3.64","5.87","8.33","3.57"
"1674658514.404","3.65","5.96","8.33","3.60"
"1674658514.464","3.67","6.06","8.34","3.63"
"1674658514.524","3.68","6.15","8.35","3.67"
"1674658514.584","3.70","6.24","8.35","3.70"
"1674658514.644","3.68","6.21","8.37","3.60"
"1674658514.704","3.65","6.18","8.38","3.50"
"1674658514.764","3.63","6.15","8.39","3.40"
"1674658514.824","3.60","6.12","8.41","3.30"
"1674658514.884","3.62","6.10","8.40","3.37"
"1674658514.944","3.63","6.08","8.40","3.45"
"1674658515.004","3.65","6.06","8.39","3.53"
"1674658515.064","3.66","6.03","8.39","3.61"
"1674658515.124","3.66","6.08","8.38","3.63"
"1674658515.184","3.65","6.13","8.37","3.65"
"1674658515.244","3.64","6.18","8.37","3.67"
"1674658515.304","3.63","6.23","8.36","3.69"
"1674658515.364","3.63","6.22","8.39","3.61"
"1674658515.424","3.62","6.21","8.41","3.53"
"1674658515.484","3.62","6.20","8.44","3.45"
"1674658515.544","3.61","6.18","8.47","3.37"
"1674658515.604","3.72","5.93","8.42","3.79"
"1674658515.664","3.71","5.96","8.43","3.76"
"1674658515.724","3.70","5.98","8.43","3.73"
"1674658515.784","3.69","6.01","8.44","3.70"
"1674658515.844","3.68","6.04","8.45","3.67"
"1674658515.904","3.68","6.03","8.45","3.66"
"1674658515.964","3.69","6.01","8.46","3.64"
"1674658516.024","3.69","6.00","8.47","3.62"
"1674658516.084","3.70","5.99","8.47","3.61"
"1674658516.144","3.70","5.94","8.44","3.71"
"1674658516.204","3.70","5.89","8.40","3.80"
"1674658516.264","3.70","5.84","8.37","3.90"
"1674658516.324","3.70","5.79","8.33","3.99"
"1674658516.384","3.70","5.83","8.35","3.89"
"1674658516.444","3.69","5.87","8.36","3.79"
"1674658516.504","3.69","5.90","8.38","3.69"
"1674658516.564","3.69","5.94","8.39","3.58"
"1674658516.624","3.68","5.98","8.40","3.52"
"1674658516.684","3.68","6.02","8.41","3.47"
"1674658516.744","3.68","6.06","8.41","3.41"
"1674658516.804","3.68","6.10","8.42","3.35"
"1674658516.864","3.69","6.02","8.39","3.43"
"1674658516.924","3.70","5.94","8.37","3.51"
"1674658516.984","3.71","5.86","8.35","3.59"
"1674658517.044","3.72","5.78","8.33","3.68"
"1674658517.104","3.70","5.82","8.33","3.62"
"1674658517.164","3.67","5.87","8.33","3.56"
"1674658517.224","3.65","5.91","8.32","3.50"
"1674658517.284","3.63","5.96","8.32","3.44"
"1674658517.344","3.64","5.91","8.32","3.37"
"1674658517.404","3.65","5.87","8.32","3.30"
"1674658517.464","3.66","5.82","8.31","3.23"
"1674658517.524","3.67","5.78","8.31","3.16"
"1674658517.584","3.68","5.75","8.30","3.24"
"1674658517.644","3.69","5.73","8.30","3.31"
"1674658517.704","3.70","5.70","8.29","3.38"
"1674658517.764","3.71","5.68","8.29","3.45"
"1674658517.824","3.72","5.65","8.28","3.53"
"1674658517.884","3.71","5.70","8.32","3.49"
"1674658517.944","3.70","5.75","8.36","3.45"
"1674658518.004","3.69","5.80","8.41","3.41"
"1674658518.064","3.68","5.85","8.45","3.38"
"1674658518.124","3.68","5.88","8.49","3.35"
"1674658518.184","3.68","5.92","8.53","3.32"
"1674658518.244","3.68","5.96","8.57","3.29"
"1674658518.304","3.69","5.99","8.61","3.27"
"1674658518.364","3.70","5.90","8.61","3.37"
"1674658518.424","3.71","5.80","8.61","3.47"
"1674658518.484","3.72","5.70","8.61","3.57"
"1674658518.544","3.73","5.61","8.61","3.67"
"1674658518.604","3.72","5.65","8.63","3.64"
"1674658518.664","3.72","5.69","8.64","3.61"
"1674658518.724","3.71","5.74","8.65","3.58"
"1674658518.784","3.70","5.78","8.67","3.55"
"1674658518.844","3.69","5.83","8.68","3.52"
"1674658518.904","3.71","5.81","8.70","3.49"
"1674658518.964","3.72","5.80","8.71","3.45"
"1674658519.024","3.74","5.78","8.72","3.42"
"1674658519.084","3.75","5.77","8.73","3.38"
"1674658519.144","3.74","5.74","8.71","3.48"
"1674658519.204","3.74","5.71","8.69","3.57"
"1674658519.264","3.73","5.68","8.67","3.66"
"1674658519.324","3.73","5.65","8.65","3.76"
"1674658519.384","3.71","5.68","8.66","3.69"
"1674658519.444","3.70","5.72","8.67","3.63"
"1674658519.504","3.69","5.76","8.68","3.56"
"1674658519.564","3.68","5.80","8.69","3.50"
"1674658519.624","3.68","5.77","8.69","3.49"
"1674658519.684","3.68","5.73","8.70","3.49"
"1674658519.744","3.68","5.70","8.70","3.49"
"1674658519.804","3.68","5.67","8.70","3.48"
"1674658519.864","3.68","5.66","8.67","3.59"
"1674658519.924","3.69","5.65","8.63","3.69"
"1674658519.984","3.69","5.64","8.60","3.80"
"1674658520.044","3.70","5.63","8.56","3.90"
"1674658520.104","3.69","5.67","8.56","3.80"
"1674658520.164","3.67","5.70","8.56","3.70"
"1674658520.224","3.66","5.74","8.56","3.59"
"1674658520.284","3.65","5.77","8.55","3.49"
"1674658520.344","3.67","5.72","8.55","3.52"
"1674658520.404","3.69","5.67","8.55","3.54"
"1674658520.464","3.71","5.62","8.54","3.56"
"1674658520.524","3.73","5.58","8.54","3.59"
"1674658520.584","3.73","5.57","8.53","3.67"
